trip_id,start_time,end_time,headway_secs,exact_times
7ef78121-b91c-4392-bd35-f44ee0593ec3,11:00:00,15:00:00,2400,0
08b0014b-0df2-4eee-84cb-5bd52856baf2,27:00:00,29:00:00,3600,0
090b8306-cb8b-4143-992d-ed12c4387203,22:00:00,23:00:00,1800,0
5b33f86f-de5e-404f-8e65-932304d79722,07:00:00,11:00:00,1200,0
551600b3-dc41-4ad9-b67c-0e2f43e65ece,23:00:00,24:00:00,1800,0
9e96d304-f51b-454e-9b80-23eb654cbfe5,22:00:00,23:00:00,1800,0
a8cdf886-aa1f-41ea-95c1-fd24a5689989,28:00:00,29:00:00,1800,0
fa7b34ee-947e-4902-9b72-d2fcb6551d1c,22:00:00,28:00:00,3600,0
84f0db06-2be9-4090-9896-40996ee1fc04,22:00:00,28:00:00,3600,0
478a925e-fa79-4e2e-9b25-fe0187618aff,22:00:00,23:00:00,1800,0
d1597b4c-04db-4dfc-9fd6-379ca9ffcacb,09:00:00,12:00:00,1200,0
7a22f74a-d5f1-48b6-9d3d-0dd219f7bfab,22:00:00,28:00:00,3600,0
31997f24-945b-4a91-b767-fabb044dbe03,18:00:00,20:00:00,1200,0
c4b40a8d-0738-4833-a225-750c065f5b80,12:00:00,14:00:00,720,0
60e70566-ab84-4dea-b9ed-4eff3859ab67,06:00:00,08:30:00,360,0
7c90320a-8159-4326-a6b0-d2f3e8183f52,09:00:00,11:00:00,720,0
e2827a92-d5ee-434f-9607-58246117ca35,15:48:00,16:00:00,720,0
60d95674-edf3-441b-9132-8464a83b3069,17:48:00,19:00:00,720,0
cc363dfc-e6a6-4439-ba07-9896dbe91346,15:00:00,17:34:00,420,0
41c891c9-4001-4c05-991f-8ae29df7ced3,22:00:00,28:00:00,3600,0
cf3a5942-0b15-4a87-9e3f-d882fbdae11a,20:40:00,21:20:00,1200,0
700d2bcd-6215-4dac-930a-dc69825ef356,06:00:00,07:00:00,240,0
c0df555f-3c5c-4932-b3c7-610a9ba38bd5,04:00:00,04:48:00,480,0
92290926-a336-4c2e-9960-2b2832738230,04:48:00,05:00:00,720,0
babd085b-e379-41f6-a9fb-e190d27631aa,10:00:00,12:00:00,600,0
f00cad9c-3b35-4414-ad3d-5751520a99aa,11:48:00,12:00:00,720,0
5df94b6f-92ac-4fad-b431-94b5a8d680ff,10:00:00,11:00:00,720,0
9f535d43-ed0d-4cf4-8ecc-0145ce23d9c9,24:00:00,25:00:00,1200,0
8cdcb4bd-2327-4b4e-a184-50d39e2ab802,18:00:00,19:00:00,600,0
0c6bd04c-3626-4f86-a29c-f67e7770beec,23:00:00,28:00:00,3600,0
d808f5fc-60e3-4d86-bfa6-ab014fd78e98,22:00:00,23:00:00,1800,0
f448e4ce-7a39-4736-bff2-89ae8cba8b25,06:00:00,08:48:00,420,0
34fd20e9-72cd-4ebf-b5be-8f27da42d15a,28:00:00,29:00:00,900,0
9ac39851-2df4-48b1-9261-0d689699bb0d,11:00:00,11:48:00,480,0
9e90d4de-930b-4e42-b0bb-56d0dc8db8e0,12:00:00,14:00:00,600,0
cfbb24f1-0b1d-4eab-b08b-ea2c8d8d7dd7,17:48:00,18:00:00,720,0
8af185f5-51ab-450c-8c31-c75303e8ac49,05:00:00,06:00:00,900,0
fea1ccaf-0af6-4596-b958-8f76b8d05b63,13:00:00,14:00:00,600,0
51b04073-af63-4a8f-8460-7fea91f1a0a6,14:48:00,15:00:00,720,0
dc97a6f4-689c-4475-898e-28d7bd728b31,22:00:00,24:30:00,1800,0
4fedbc98-4b1e-48bf-af74-79c7c7457bb4,23:00:00,27:00:00,3600,0
0b8bddfe-7360-4d85-8575-5250cc86b0cf,23:00:00,29:00:00,3600,0
bd1562fb-275f-4033-81ce-98ec68d652ed,24:00:00,25:00:00,1800,0
825ac3f2-0b67-4915-b76b-83a2a48d4ed8,13:00:00,18:00:00,1200,0
7756c355-0478-4eac-980a-007399cf47ea,05:30:00,07:00:00,1800,0
60f5af00-667a-4273-a849-3181e7733392,18:00:00,20:00:00,720,0
d221da00-4e2a-48f6-89ba-f869924e3f2f,17:00:00,18:00:00,900,0
f942809c-d0a4-45cc-80a5-e8da108c0aa9,18:00:00,21:00:00,1200,0
82da8f19-e42d-430d-aa58-4dfd197d2de4,05:00:00,07:00:00,900,0
90d72936-443c-42cd-90d6-0331cf4a25ec,05:20:00,18:40:00,4800,0
57f97622-6e63-4ccd-b2ce-352bdfaec761,14:00:00,17:00:00,900,0
43aad832-425c-4797-b520-7ba555f6a05c,16:00:00,16:49:00,420,0
ef8b4dc0-7b68-4f21-878d-1d6e8a889080,11:00:00,12:00:00,900,0
8681e0ec-9cf5-4f74-b56a-f1443f5e8474,24:00:00,25:00:00,1800,0
071ac67f-cbb4-40b6-bfa4-229d6a7733dd,25:00:00,29:00:00,3600,0
65016d98-f82f-47b7-b393-cb3fe69e6bfd,22:00:00,28:00:00,3600,0
8d37af4f-95ca-49e6-b513-61fcf36df9a1,12:48:00,13:00:00,720,0
8aa04494-c8c3-49bc-a693-b8c13c1c1d25,23:00:00,28:00:00,3600,0
c071ec49-72fe-4748-8754-a0fc512f62a6,28:00:00,29:00:00,1800,0
c7b3ac0c-dc4c-4dab-a75d-b7df0fdf3ac6,09:04:00,10:00:00,1680,0
7301d3e8-afbe-438c-83ee-3cc4a461399f,23:00:00,28:00:00,3600,0
903ed7ba-7806-4e39-bc4d-37b1b9264e99,18:00:00,21:00:00,1080,0
59824208-d045-4fe4-a931-e537a727eb02,05:00:00,22:00:00,3600,0
64d4a698-f6a9-4d45-bb79-932c55c8b1a7,15:00:00,15:48:00,480,0
60448aa0-8548-4135-9347-ce5b04788f9a,04:00:00,19:00:00,3600,0
6abf6b6d-b3bb-4bc2-b939-4d3e92c8a46a,07:00:00,09:00:00,900,0
fe3187db-de85-4edd-9eec-75a8915a8f9b,23:00:00,29:00:00,3600,0
37a3cca2-3598-42d8-97f6-cf70a63e0b01,15:00:00,16:00:00,1800,0
fbe6f72d-87ae-444d-aea5-68ed855dec18,12:00:00,14:00:00,1200,0
a92486b2-8fec-4684-85f9-3bbefcb5110f,20:40:00,21:00:00,1200,0
8188767c-a857-4da1-ad14-f786abaac2e6,18:00:00,23:00:00,3600,0
4f710ee5-6d42-4aba-beb3-d50ea72ff0d9,25:00:00,26:00:00,1800,0
a3d22a76-966b-4976-8a74-fe9dc92a3feb,19:00:00,21:00:00,3600,0
c11944b3-b8a8-471a-a21e-62436d40bac6,23:00:00,29:00:00,3600,0
df63280e-4f8f-40a0-af22-29684a852b95,19:00:00,20:00:00,1800,0
f62976b0-b1f7-4f1e-9a6f-afede7f44b1b,23:00:00,29:00:00,3600,0
4048e41f-5fe4-465e-aff4-0d3931be3f62,22:00:00,23:00:00,1200,0
7b4da3ff-cb39-4604-bd67-90a972cdc95a,18:00:00,19:00:00,900,0
f96dd0ef-9245-437e-a355-63c537d39bca,03:00:00,05:00:00,3600,0
050910cc-807c-449f-bc65-91ccfe5af476,23:00:00,28:00:00,3600,0
d1c33acb-13d7-4c72-a0ef-adc2ef64804d,22:00:00,23:00:00,1800,0
6ed5cb3d-c3f3-40a0-8e11-0971d07e2ffc,27:00:00,28:00:00,3600,0
db2d1814-2440-4e0e-a050-f3b63247d8dc,28:00:00,29:00:00,1800,0
bc96c3ee-0fda-4c4c-9ef7-d44791f7e4d1,11:00:00,13:00:00,1200,0
2393bf4c-9ce5-4706-a181-bafea4f92584,05:00:00,06:00:00,3600,0
c97bf1a9-12f6-4d0a-8bb9-075476592a54,26:00:00,29:00:00,3600,0
854a3956-a33b-4a3f-b3a8-6de86b32d63e,22:00:00,23:00:00,1200,0
1fd00a08-885d-4aee-9b3f-a58ae7b84257,23:00:00,28:00:00,3600,0
d8895c74-3ecf-4146-a44c-21b52b5a45a3,22:00:00,28:00:00,3600,0
f20e0f14-dff5-43f6-a3b8-d4a2cac133bd,23:00:00,24:00:00,1800,0
18d12929-55be-429e-b68d-c0a0630e00a3,24:00:00,26:00:00,1200,0
ffba97bf-6b75-44c6-94ec-5371da56134a,23:00:00,24:00:00,3600,0
b28216d0-2ede-4b46-ac8d-9c470541bc6c,25:00:00,28:00:00,3600,0
7e48267c-fa45-4344-85c8-57a40bfc78f7,23:00:00,24:00:00,3600,0
f05ede7f-d788-4b15-b524-bed7c25d532c,23:00:00,29:00:00,3600,0
64e193ab-8e60-4abf-8eef-1bd76b16ba68,24:00:00,29:00:00,3600,0
dcc967b5-3e00-41fe-8a6b-5ce11cfcb7e2,10:00:00,12:00:00,900,0
94eea176-dd11-4d44-a32a-5ddaf6631c14,20:00:00,21:00:00,1800,0
12d190ee-f548-47d3-afd0-f7be68544406,08:00:00,11:00:00,1200,0
8efada6a-1fd3-4683-ad83-79cac532a2a2,06:00:00,07:00:00,600,0
fa5eb233-acb9-49ec-8052-311c667d415a,04:00:00,05:00:00,3600,0
9d461d38-c988-400c-9e89-4ac7b23116dc,19:00:00,20:00:00,1200,0
ee3c02cb-a284-4390-8d2c-f541812ea44a,21:00:00,22:00:00,3600,0
b995481c-6e90-44ce-ae2b-e662c0435068,23:00:00,29:00:00,3600,0
360f6d82-d050-45e4-a6e8-100615d0ac7b,03:00:00,04:00:00,3600,0
100d7d7e-5f08-4534-9a99-3319783ee8be,05:00:00,06:00:00,600,0
6ce3c81f-2a37-45e2-bda4-7bd8795bb526,24:00:00,25:00:00,1800,0
d6198fbb-d3f6-4394-af1b-f4df7f91c446,20:00:00,22:00:00,3600,0
96ea4425-dd32-4047-a09a-cda11d3173f6,11:00:00,17:00:00,1800,0
2745fad8-033c-42d4-83d3-6ed7d2fe0c5a,14:00:00,14:48:00,480,0
1e0cbdce-b8d6-4160-a0a6-ce2b43b51aa2,23:00:00,25:00:00,3600,0
f13b08e0-e281-4cea-ab86-d657c635e810,14:48:00,15:00:00,720,0
a096bef7-79bc-4826-abf2-648d549a51f9,16:00:00,17:00:00,900,0
642df766-f0ef-4a42-81ce-789cc53d524d,05:00:00,06:00:00,1200,0
0a0c89d2-c162-4816-8d62-999c5fb54061,18:00:00,19:00:00,1800,0
d9709281-968c-475b-9a61-14f3fe5569d7,07:00:00,08:00:00,1200,0
4f17f38b-c630-4bb0-9ca9-f65eef8dcfd1,08:36:00,09:00:00,1440,0
c4449f23-2356-467b-aea6-bf7309b4a014,13:00:00,15:00:00,900,0
f08e2e57-2e92-4825-9b60-92b6e6c38a37,09:00:00,11:00:00,1200,0
e8dbc2e3-9707-4240-98d1-d8d93efc1113,08:36:00,09:00:00,1440,0
5cfbf56c-2818-467a-9226-3d3f279c49d9,18:00:00,19:00:00,900,0
f125a58b-6717-46c0-b9ab-9a09da17f4ab,03:00:00,04:00:00,3600,0
dd382ad5-60f7-4f3a-8be3-8d167224f82e,11:00:00,12:00:00,900,0
60b354ff-7434-46e4-8e6c-1ff8f3ea5fb0,04:00:00,06:00:00,1800,0
38ca7f55-26cd-431e-971e-0d21335913cc,06:48:00,08:00:00,720,0
4285ae69-39aa-4b53-ad72-2af6911e471a,08:00:00,09:00:00,900,0
a7030451-1d29-450c-85aa-e4112c111f01,16:00:00,18:00:00,1800,0
5a76d27e-4976-4d0f-92f2-eba786b0236c,07:00:00,08:00:00,1800,0
819751b9-cf21-4d6f-88b1-935633179135,20:48:00,21:16:00,840,0
9fa4289d-dc89-465a-8dbf-b8eab3d3c93c,04:00:00,04:32:00,1920,0
a4627462-04e7-46c4-a0bd-72bfe520daf9,12:50:00,15:42:00,2580,0
ebbaedac-7188-44ab-a9f1-c51885822fb6,21:31:00,23:05:00,2820,0
1d409201-3a12-43dc-9e3d-db8216d3953e,06:00:00,22:00:00,3600,0
88c9ac6d-c243-48f1-b6b5-824cc673db9a,21:00:00,23:00:00,3600,0
21fe94a9-5fc3-42d7-b9a8-e815bc513a98,09:00:00,11:00:00,3600,0
6ad55795-38c5-4a81-a095-9c2fe6013d98,08:00:00,11:00:00,1800,0
7b90df14-6c56-4877-9d82-48d3e82655af,05:48:00,06:00:00,720,0
f36dc08d-dc1e-4e8d-ae18-7516e9ec5ccc,21:00:00,24:00:00,3600,0
5c2983e2-afc7-4d50-b41d-8fbc2271e853,12:00:00,13:00:00,720,0
97121706-3ca3-4791-82a5-30a9d603f7c9,07:00:00,08:00:00,360,0
7bfbfbad-c6f2-45ad-a191-bca8543ea812,17:00:00,19:00:00,720,0
86dac4d4-f116-481b-a24f-6ebef1dafb15,10:48:00,11:00:00,720,0
cb0a9507-04ba-4e17-804e-a7a8ed9b88f9,17:00:00,19:00:00,3600,0
b8a442fe-5b0c-4241-9956-d1181bf92a23,18:00:00,21:00:00,1800,0
60c96696-3416-4d9b-861d-301b2b16cd5d,06:00:00,09:00:00,1800,0
04b52b8e-f5e9-45b9-adde-31a4bfb7d570,25:00:00,29:00:00,3600,0
833bda68-917c-414c-a072-8b4086b612e8,28:00:00,29:00:00,1200,0
b8dde026-77bb-4988-a8f0-9c57d635608e,23:00:00,24:00:00,3600,0
f203993c-8b3a-40ed-8800-5336e26f5210,22:00:00,29:00:00,3600,0
00da3295-f9b6-4466-b819-03a5265ee83b,28:00:00,29:00:00,1800,0
51b0db8d-0256-4fd4-aff1-1401ad4af02a,22:00:00,23:00:00,1800,0
9f28c054-a0cc-4e4e-a5d8-f5e981519d16,23:00:00,29:00:00,3600,0
ec60c3d4-f28c-49cc-9069-7c39d386acfe,22:00:00,28:00:00,3600,0
383549b1-63a8-438f-bd97-74753afc0d1f,23:00:00,28:00:00,3600,0
073eac50-4b5a-4291-9b73-256119647129,23:00:00,29:00:00,3600,0
f3e824f1-f680-4578-961e-b0749def60c0,21:00:00,23:00:00,3600,0
5a2ef3f1-27e8-4cf3-a201-64ef5f10c25c,23:00:00,29:00:00,3600,0
748b2492-fe0b-4946-a8cc-fc8b12139ec0,18:00:00,23:00:00,3600,0
ef3e499d-d267-4ab2-a189-4362eeb7ade6,05:00:00,06:00:00,1200,0
5d9501e5-11b6-452d-8890-2a557a49b91f,16:49:00,17:00:00,660,0
c77f4f5b-85dd-481c-8153-9f1a2d2a9222,09:00:00,12:00:00,1200,0
578d8d34-ce51-48fe-aed9-cbfdd9b5d301,17:36:00,18:00:00,1440,0
5d64121c-63e0-4f5f-91c4-46423256f3a6,17:00:00,18:00:00,900,0
48ae4513-6365-4296-bcb6-c1633f6fc51e,06:00:00,08:00:00,1200,0
5e407a4d-d8f4-48d8-ae4b-d0bd0c9528d8,08:00:00,12:00:00,1800,0
287f8087-89d8-4e0e-aed3-055ef944480c,04:00:00,05:00:00,1800,0
0f85870f-8742-4445-a41a-5498ca0355af,10:00:00,11:00:00,1800,0
435160ca-b39a-4a03-9dbc-b137cf9b53d0,17:00:00,19:00:00,1200,0
f6f9588d-4f11-4d45-a165-470fcd06e484,22:00:00,27:00:00,3600,0
a8af47a3-e5e3-4111-bb6b-29c69a409254,05:00:00,07:00:00,3600,0
3078a732-2be7-4d27-8ab1-5ad5f2cb6ee5,19:00:00,23:00:00,3600,0
0750c517-ac63-46e7-8239-c0b395aba73b,03:00:00,05:00:00,3600,0
6220f7cc-b2e9-4405-b737-8143c5f97b1c,06:00:00,08:36:00,780,0
86586466-15a5-4906-9792-950bfa1578bb,13:00:00,15:00:00,1200,0
fecf5e28-0344-472b-9b64-ba2f080d1d60,16:00:00,18:00:00,720,0
61349026-92a2-4599-8e26-18b7c8953eff,15:00:00,18:00:00,900,0
f7a3ee7d-bcfc-4978-bb84-d5456113f78c,05:48:00,06:00:00,720,0
ec5e3602-a93f-46d9-b585-5cde4fb70396,06:00:00,06:48:00,480,0
19a9bbd9-c4c3-4ac1-b840-2c5abbf7eff8,09:00:00,11:00:00,1200,0
b4e3984f-65cf-4752-a771-0b0ce4ad906b,20:34:00,21:26:00,1560,0
702a08c9-40ac-43a0-a885-61f2c92cfdda,12:54:00,13:52:00,1740,0
2ec9ea68-3302-4281-8ae3-33d2bec735e4,09:04:00,11:10:00,2520,0
7994e2d4-537b-4964-866d-4ded29c3c259,11:10:00,12:50:00,3000,0
149c633e-23c2-4334-904c-ce34029fa637,04:00:00,06:00:00,3600,0
144f10a2-b6f1-46df-8d9b-907e469a7bef,06:00:00,08:00:00,1200,0
c3a8cdff-9e5d-45fe-a2f3-89e6cc5dd32a,16:49:00,17:00:00,660,0
ecb25bcf-b7bc-4853-a1c9-f5f8d8c631d1,18:00:00,19:00:00,900,0
3c6f81e4-b7b9-4d07-bf3f-1a3e5d02998c,18:48:00,20:00:00,720,0
5bcbec9d-de20-40d9-86d6-31751d0b888b,21:00:00,22:00:00,1800,0
e6ac3a4d-9576-4d5a-b285-a8d7557fcfce,06:00:00,07:00:00,1800,0
9d322f9d-de92-4c98-a34a-9e2b6ec0411c,03:00:00,04:00:00,3600,0
3474d41b-cd1e-4e24-812e-9984bc2d7c0c,12:00:00,15:00:00,1800,0
005f5ba3-55a6-4b27-a582-1309aafab67e,17:00:00,18:00:00,1200,0
406ee61b-464c-4a27-b2c3-96c86c4c4d13,06:00:00,09:00:00,1800,0
04e7b58c-80a4-4bc9-803e-bb524fe226c3,04:00:00,22:00:00,3600,0
05ec7229-030d-4d7d-81bf-a6c3867e7368,07:00:00,21:00:00,3600,0
b16276cd-8cbb-46f2-9834-4f15edba9eca,19:00:00,20:00:00,3600,0
3a3736f5-beb8-4f67-91d9-32a1c2143ea6,21:00:00,23:00:00,1800,0
9f5cbbd6-42d3-4d14-a83d-a2d99e5663fd,12:00:00,14:00:00,1200,0
c1a1b143-bc23-4f9b-a0f6-f1ae481a7de4,06:00:00,19:00:00,3600,0
cc79769f-aef8-4c42-adf9-50b0eaa60ec5,13:00:00,15:00:00,3600,0
ce47c87f-fc13-4d0f-a87a-fab416d27191,06:00:00,08:42:00,540,0
b47a5c81-c3ea-4e6c-baa9-caa38a92216b,22:00:00,24:00:00,3600,0
6c2cf51b-41f5-4bda-8752-4e1e3c584160,17:00:00,19:00:00,1800,0
f15eeab5-223f-4d22-8578-445126323bf4,18:00:00,19:00:00,720,0
8e2c3253-f3b0-44e2-be40-9b8d099d95e9,15:00:00,19:00:00,1800,0
8813ffd8-2564-46cb-add2-e7ad020146c6,24:00:00,29:00:00,3600,0
9d7d88fe-0b5a-4981-b0a4-2d3489e98766,08:00:00,11:00:00,1800,0
3bf02d01-e03c-4a54-a20d-1f9258aa5d6e,06:00:00,11:00:00,1800,0
0855aa0f-35a4-46d0-8735-5fb31c276806,16:18:00,16:32:00,840,0
c4038b4c-76e8-4966-9bd0-27427a091ca5,08:48:00,09:00:00,720,0
209b6658-4245-48ad-8877-646523590304,06:00:00,07:00:00,720,0
12af43a3-743a-4c26-9158-96900e256a71,09:00:00,10:00:00,600,0
f0bb67d7-bd5c-4737-88f3-a29d0b1a9a88,11:00:00,13:00:00,600,0
7c9dddd2-23bb-4315-8f8a-264dec51cce9,18:00:00,20:40:00,960,0
7d6d1883-142b-4ac2-bdef-2e22d7c68677,09:00:00,09:48:00,480,0
eb9d0e08-a4d5-47af-8640-51399011bddd,18:00:00,21:00:00,900,0
e140aebc-4434-462e-ba00-5536fa160237,06:00:00,07:00:00,360,0
33e54a48-6a3c-4db8-98b3-6cbd50334d01,15:00:00,17:36:00,780,0
22e122a2-b7c2-44dc-a411-a70dab34b7df,23:00:00,28:00:00,3600,0
c999c58d-b13c-493d-a0da-5279dc7db92c,22:00:00,23:00:00,1800,0
14d37e36-7298-4bd1-bf30-fb0bbc8c11b6,17:45:00,19:00:00,900,0
52f0cca9-57f2-40bc-bf19-cd90d8d484d3,07:00:00,07:48:00,480,0
b8392acb-206c-4a3d-b0a0-294dca177db0,08:00:00,09:00:00,600,0
e77ae83a-b2f1-40ef-8112-57cff38be301,14:00:00,14:48:00,480,0
d5d8becb-d5a5-4e1e-8948-0c76a4d7fab4,08:00:00,09:00:00,900,0
3bc93351-ff49-45e1-976f-d1fec251576d,07:00:00,09:00:00,1800,0
c7b0327c-5e44-4b80-b91d-1d0cbd9d79c6,07:00:00,08:00:00,900,0
e6156f04-5e1c-4d13-9ca0-39e1cbe9087a,15:49:00,16:00:00,660,0
00c6a434-3a28-428e-a0fd-09c7218a314d,14:00:00,15:00:00,720,0
7567d3a5-151f-442c-ab54-44d69fabd724,15:00:00,15:49:00,420,0
2498687f-42b8-428a-937c-93fbd889d105,21:00:00,23:00:00,3600,0
8cf76f64-baff-4830-8c19-f1beacf293a9,23:00:00,24:00:00,3600,0
57ee66ea-9d86-4a80-bd1a-421929da9d29,14:01:00,15:49:00,1620,0
3e0f27f5-fdd5-422d-b4d1-d5d5bb03c646,12:00:00,13:00:00,900,0
9b48e17c-6040-4c22-b056-70f4fe6361bb,23:00:00,29:00:00,3600,0
9f303663-6644-4269-a1b3-64202d713e83,04:00:00,05:00:00,1800,0
aadac33f-7c1b-4bee-8364-d8576495f506,16:00:00,18:00:00,720,0
80d650bb-81bc-4206-98df-b7bc38248da8,23:00:00,25:00:00,3600,0
e2eeeaca-7ff0-490e-b63f-5ce5b91c7400,23:00:00,28:00:00,3600,0
1730c14b-1ff2-4f4d-b157-5a92691eed11,06:00:00,08:00:00,300,0
f1dffc3c-6741-41e6-82ea-7b96b3323d2e,23:00:00,28:00:00,3600,0
57fda530-9c9f-4416-a738-d001c9fab218,06:00:00,07:00:00,720,0
7d9240e1-f549-4e22-b0ad-3b7b5810b561,18:00:00,21:00:00,1800,0
40f818d5-f45f-4960-8407-a6fced45bf76,20:00:00,24:00:00,3600,0
f40ada04-bce8-490e-87cd-4046c30b4d26,05:00:00,06:00:00,600,0
23ecd1fd-2a4c-437b-946e-51f4a7690ad7,22:00:00,29:00:00,3600,0
b64ea9c7-e8b3-4e6e-afa2-fafd7b1950c9,20:00:00,22:00:00,1800,0
3ea06eee-33f6-4d6f-aeb7-2311413fc592,08:00:00,08:48:00,480,0
